3322345	San Diego	$269.460
7260783	San Francisco	$263.480
7162427	Middleburg	$296.220
4908653	Clay County	$397.390
3150247	San Diego	$127.530
9674794	Middleburg	$130.270
5042852	Jacksonville	$116.830
6683127	San Diego	$58.820
5535989	San Francisco	$40.340
8558906	San Francisco	$452.570
2909094	Jacksonville	$340.120
7820533	San Diego	$377.160
8674414	San Francisco	$203.390
1839281	Middleburg	$137.450
2572107	Middleburg	$120.60
9557100	Middleburg	$271.560
7517653	San Diego	$281.190
5319471	Clay County	$343.600
2174995	San Francisco	$303.750
4401878	Middleburg	$102.350
9760569	San Francisco	$176.620
3686921	Middleburg	$218.660
5737209	Ocala	$394.100
1618865	San Francisco	$184.230
8070508	Clay County	$149.370
6332859	San Francisco	$32.350
4727152	Ocala	$242.540
5347000	Middleburg	$122.810
5775245	San Diego	$149.160
6963285	San Diego	$402.870
5645296	Jacksonville	$488.870
8014375	Jacksonville	$216.390
6257066	San Francisco	$286.20
1654140	Middleburg	$312.00
5528003	Clay County	$491.20
1427923	Middleburg	$36.790
7471508	San Diego	$42.970
9746228	Middleburg	$288.750
5052451	San Diego	$374.690
9369415	Clay County	$319.130
8320650	Middleburg	$112.750
8549738	Jacksonville	$233.450
8255813	Jacksonville	$447.120
6789953	San Francisco	$27.590
1837816	San Diego	$475.960
5443237	Jacksonville	$293.220
4512917	San Francisco	$484.810
2245027	Clay County	$449.960
1190722	Clay County	$486.950
9967764	Middleburg	$161.560
4108001	San Francisco	$278.120
6863143	Middleburg	$394.120
9194007	San Francisco	$38.480
5165641	San Diego	$284.780
8892445	Ocala	$321.800
7317304	Middleburg	$149.410
3842786	San Diego	$50.980
1320999	San Francisco	$277.620
2366624	Ocala	$96.920
4778917	San Diego	$173.180
4579661	Middleburg	$41.880
3988485	Ocala	$476.720
5506226	San Francisco	$413.670
1946768	Middleburg	$298.100
7627933	San Francisco	$453.790
2045598	Clay County	$467.450
3987816	San Diego	$492.680
8853074	Ocala	$35.10
6709582	Ocala	$251.700
6581731	San Francisco	$173.570
6372840	San Francisco	$295.420
3327013	Jacksonville	$63.20
2536212	Middleburg	$45.350
7819369	Middleburg	$113.540
4455865	Clay County	$37.00
6522427	San Francisco	$384.30
8455018	Middleburg	$493.770
8918352	Middleburg	$146.650
8299381	San Diego	$63.40
2581159	Ocala	$398.160
7519309	Clay County	$409.120
3818255	Middleburg	$358.560
3008864	San Diego	$120.70
1406584	Jacksonville	$206.670
2548933	Middleburg	$243.160
2729924	San Diego	$433.850
6104527	Middleburg	$320.210
2046549	San Diego	$498.400
5238938	Jacksonville	$470.880
3570393	Ocala	$16.560
6141231	San Diego	$390.280
1557931	Middleburg	$429.200
3147544	Clay County	$432.800
4891973	Jacksonville	$451.750
3298966	Middleburg	$247.460
5464814	Jacksonville	$199.380
5113271	Clay County	$18.800
6830077	Middleburg	$47.830
4815992	Clay County	$160.530
3084469	San Francisco	$287.650
8692304	San Diego	$255.280
7371396	Clay County	$439.150
6029204	Middleburg	$97.190
5778484	San Francisco	$260.550
6747669	Middleburg	$336.790
1188454	Clay County	$172.940
3981846	Middleburg	$162.420
7229275	Ocala	$135.770
1538822	Jacksonville	$24.300
8783375	San Francisco	$114.40
1595926	San Francisco	$289.980
9613822	Ocala	$464.640
4423388	Ocala	$400.310
7890911	San Francisco	$48.520
5093413	Ocala	$369.260
9992856	Middleburg	$87.490
2890381	Middleburg	$156.910
7988917	San Francisco	$270.270
7116940	Middleburg	$406.150
9539034	Clay County	$55.640
1948634	Clay County	$3.590
9618168	Jacksonville	$174.730
5808898	Ocala	$9.490
4682419	Clay County	$279.360
2183846	San Francisco	$192.930
2274188	Clay County	$56.420
6555042	San Francisco	$62.80
2448526	Clay County	$87.450
1159935	San Francisco	$114.250
7328455	Middleburg	$497.370
1907564	Jacksonville	$137.900
8270579	Jacksonville	$77.340
5623099	Middleburg	$119.410
1379695	San Diego	$209.780
1677087	Middleburg	$381.650
5652862	Clay County	$140.970
9128181	Jacksonville	$255.610
4435045	Middleburg	$461.750
1779525	Middleburg	$370.970
8728012	San Diego	$199.230
5613942	Jacksonville	$289.140
4244892	Clay County	$93.630
4553535	San Diego	$45.560
8415340	Clay County	$285.750
3912190	Jacksonville	$381.680
7471347	Ocala	$321.480
8370153	San Diego	$351.440
1354215	Clay County	$18.610
4599220	San Francisco	$163.800
6929268	Middleburg	$119.830
2990408	Middleburg	$63.280
8399419	San Francisco	$292.280
6018055	Middleburg	$50.910
5396198	San Francisco	$353.550
1925849	Middleburg	$97.630
1676587	Jacksonville	$133.920
1555113	Clay County	$44.780
5945526	Middleburg	$117.400
8355783	Middleburg	$118.820
7011319	Jacksonville	$103.790
9371517	San Francisco	$267.20
5871572	Jacksonville	$122.200
2324651	San Francisco	$208.320
4016739	Middleburg	$412.290
7983374	Jacksonville	$482.300
1868892	Ocala	$28.310
3726542	Ocala	$326.40
5395148	Middleburg	$264.520
7631064	San Diego	$35.940
2094397	Middleburg	$477.780
2824731	San Francisco	$70.530
7328176	Ocala	$170.160
1843019	San Francisco	$129.550
7647649	Ocala	$165.20
1534793	Clay County	$35.970
2576997	Middleburg	$92.100
8239683	Clay County	$317.410
6919791	Jacksonville	$460.950
5924131	Middleburg	$133.690
9088766	Jacksonville	$450.390
8944512	Ocala	$414.400
7666517	San Francisco	$199.790
5976750	Middleburg	$451.930
3249166	Jacksonville	$93.50
6223566	Middleburg	$5.40
3983371	San Francisco	$127.580
3155051	San Diego	$405.670
5326170	Ocala	$492.610
3609060	Ocala	$228.980
6827890	Ocala	$24.530
7488160	Middleburg	$234.860
7752778	Middleburg	$140.170
5147085	San Francisco	$442.430
6723712	Ocala	$319.660
7267515	San Diego	$238.540
2523141	Middleburg	$77.490
3546572	Jacksonville	$70.960
7472211	Ocala	$164.510
5075487	Middleburg	$123.680
4002088	Jacksonville	$71.560
5546379	Middleburg	$355.650
1175054	Ocala	$30.170
3860689	San Francisco	$466.670
1198775	San Francisco	$267.40
5441245	San Francisco	$368.10
3454328	Jacksonville	$63.920
2741802	Middleburg	$1.670
4910129	San Francisco	$243.00
9084407	San Francisco	$346.500
7839654	Ocala	$297.760
5901125	San Diego	$50.940
9987885	Jacksonville	$295.900
8060796	Clay County	$262.660
2476871	Jacksonville	$77.890
8840462	Ocala	$276.80
6950261	San Diego	$338.470
4618585	Ocala	$47.900
6558077	San Diego	$139.830
8634602	Middleburg	$159.220
4756482	Middleburg	$91.480
2558232	San Diego	$436.170
4487860	Clay County	$91.860
9083969	Middleburg	$323.830
3052986	San Diego	$196.110
6202386	San Diego	$308.930
4120284	Clay County	$91.510
3918397	Middleburg	$436.970
3951535	San Diego	$105.860
2072991	Middleburg	$426.840
3136442	Clay County	$48.660
9871249	San Diego	$206.490
4899787	San Francisco	$416.840
9027967	Middleburg	$118.870
4910667	Middleburg	$445.240
4658941	Jacksonville	$130.840
7147080	San Francisco	$339.730
6711063	Ocala	$490.260
3291740	Clay County	$239.940
2680956	Ocala	$2.290
7867576	Middleburg	$123.740
7481264	Clay County	$292.70
4490088	Middleburg	$412.790
3690924	Middleburg	$454.630
1690245	Middleburg	$417.840
3910110	San Diego	$263.620
8661544	Clay County	$460.610
4039537	Clay County	$134.230
5009944	San Francisco	$370.330
6014417	Clay County	$91.170
7538173	San Diego	$216.880
4893737	San Francisco	$206.100
2186681	Jacksonville	$23.680
3479590	Middleburg	$330.590
4630655	Jacksonville	$23.30
9401372	Jacksonville	$51.170
9920381	Middleburg	$429.190
1365074	San Francisco	$343.920
5511756	Jacksonville	$460.20
3073809	Ocala	$481.260
8322298	San Francisco	$150.760
3257320	Middleburg	$132.30
8517363	San Diego	$84.30
7429792	Clay County	$130.960
8713697	Middleburg	$457.360
8884313	Jacksonville	$449.70
4766192	San Diego	$79.690
9857801	San Diego	$130.360
8023464	Clay County	$171.330
8467610	Jacksonville	$398.40
5862157	Clay County	$256.780
2801522	Middleburg	$157.170
9947526	Middleburg	$387.750
9171839	Middleburg	$350.250
7549478	Clay County	$492.930
8043700	San Diego	$191.560
5271901	Jacksonville	$66.490
6195162	Jacksonville	$100.690
3876129	Jacksonville	$109.480
7058532	Jacksonville	$8.320
2003246	Jacksonville	$333.910
8404048	Ocala	$442.890
4906636	San Francisco	$64.880
6693085	Clay County	$425.770
8961285	Jacksonville	$307.930
1237818	Ocala	$130.390
4609334	Clay County	$465.70
6781320	San Diego	$59.950
9083157	Ocala	$63.120
1272806	San Diego	$490.480
3745460	Jacksonville	$135.70
3041558	San Diego	$99.570
1541887	San Diego	$385.920
4055948	Clay County	$260.320
4567244	San Diego	$384.900
2873534	Middleburg	$219.150
3335043	Middleburg	$345.670
8569502	Clay County	$250.620
5535866	Clay County	$192.130
8975462	Middleburg	$380.910
2795488	San Diego	$103.310
5767981	Clay County	$27.470
6891531	Jacksonville	$202.230
5494400	San Francisco	$324.110
3672818	Clay County	$43.860
8600210	Clay County	$46.340
3287971	Middleburg	$226.900
8768450	Middleburg	$358.320
3668124	San Diego	$6.280
6449497	Ocala	$468.310
8653959	San Diego	$4.190
1372563	Middleburg	$166.160
2171790	Jacksonville	$66.850
2893185	Ocala	$483.230
5482290	Ocala	$404.700
8489949	Ocala	$50.420
9291921	San Francisco	$135.490
1483703	Ocala	$26.760
1439062	Ocala	$304.690
7873275	Jacksonville	$442.830
1516734	San Diego	$348.870
2462225	Jacksonville	$54.80
9069839	San Francisco	$330.460
1754361	San Diego	$43.790
9058533	Clay County	$269.190
4426314	Middleburg	$484.620
4733373	San Diego	$382.840
9358178	Ocala	$36.530
3105374	Middleburg	$174.590
3337188	San Francisco	$259.470
7040509	Clay County	$226.150
4609221	Ocala	$153.660
6000292	San Francisco	$24.610
2421037	Middleburg	$181.900
1544639	Clay County	$440.40
3763410	San Francisco	$86.950
5547585	Middleburg	$175.750
7756344	Middleburg	$176.210
3941687	Clay County	$499.470
2826947	Ocala	$310.330
3351618	Jacksonville	$123.380
2364027	San Francisco	$62.310
7902755	Clay County	$460.510
6687992	Ocala	$487.940
7525575	San Diego	$359.800
3858193	San Francisco	$347.440
1339470	Middleburg	$56.500
7854639	Middleburg	$365.880
6325893	San Francisco	$426.780
5736039	Ocala	$308.900
9298887	Jacksonville	$314.790
2044198	Jacksonville	$243.140
2887114	Jacksonville	$88.360
4435655	San Francisco	$186.130
9613482	Clay County	$433.460
9298258	San Francisco	$46.980
1891328	San Diego	$456.100
7051471	Ocala	$55.950
1258424	San Diego	$126.100
5444938	Middleburg	$133.40
3446951	Jacksonville	$403.360
9833359	Clay County	$53.30
2259986	Jacksonville	$45.630
8884770	San Francisco	$471.780
8450904	Ocala	$408.370
7424932	Middleburg	$267.30
7757551	San Diego	$43.370
4223145	Jacksonville	$379.770
5884430	San Francisco	$35.720
3977672	San Francisco	$495.570
8764102	Middleburg	$497.770
5437970	Jacksonville	$253.480
9644401	Clay County	$174.30
8639145	Clay County	$177.560
4474834	Ocala	$387.280
6198450	Jacksonville	$318.890
3646638	Middleburg	$196.580
6335970	San Francisco	$396.800
4574714	Clay County	$458.910
8766885	Clay County	$447.140
7594363	San Diego	$100.850
6130432	Clay County	$496.250
3934839	Jacksonville	$328.450
2043445	Clay County	$345.370
7569750	Clay County	$224.290
5501799	Middleburg	$196.790
7397406	Ocala	$138.800
5248044	Clay County	$417.90
7080049	San Francisco	$122.450
1584059	San Diego	$216.700
5733879	Middleburg	$319.150
3472118	Middleburg	$264.890
1998965	San Diego	$434.820
4950181	Ocala	$339.840
2869767	Middleburg	$84.300
4168361	Ocala	$70.870
4021372	Ocala	$185.790
1640997	Middleburg	$252.920
9204266	Middleburg	$416.210
3015266	San Diego	$210.230
3601358	Jacksonville	$265.830
5632838	San Francisco	$190.320
8142365	San Francisco	$322.350
3640544	San Francisco	$183.370
3589105	San Diego	$97.220
1477636	Ocala	$79.160
5823696	Ocala	$487.220
8807153	Jacksonville	$398.810
7434017	Clay County	$226.280
1582197	San Francisco	$110.700
7294590	Clay County	$82.140
3741071	Ocala	$46.910
5932479	Middleburg	$275.60
6150725	Middleburg	$244.840
9582341	Jacksonville	$101.690
9363217	Clay County	$173.410
5487976	Jacksonville	$41.440
8147751	San Francisco	$39.110
5546598	Ocala	$497.920
7254297	San Diego	$480.530
9412210	Middleburg	$30.630
9921384	San Diego	$329.230
3218760	San Diego	$143.820
3767789	Clay County	$264.140
1702516	Clay County	$94.590
4947353	Clay County	$58.870
2674185	San Francisco	$483.730
8966080	Middleburg	$213.750
3536877	Jacksonville	$406.980
7791211	San Francisco	$462.540
7484240	Jacksonville	$193.190
4049833	San Francisco	$442.690
4717220	San Diego	$487.370
4843466	Jacksonville	$468.760
6902975	San Francisco	$36.50
3932645	Jacksonville	$282.950
7662958	San Francisco	$361.330
1041093	Ocala	$323.790
4214889	Middleburg	$91.600
2447867	Middleburg	$282.940
4702745	Clay County	$303.800
9898760	San Diego	$104.180
6853228	Middleburg	$412.70
2143475	San Francisco	$394.590
8796564	Jacksonville	$216.420
5037431	Middleburg	$73.100
9600197	Clay County	$419.710
8150797	San Diego	$421.370
1893435	Clay County	$45.950
6415898	San Diego	$320.640
3752236	Jacksonville	$425.310
1471589	Jacksonville	$289.180
5298864	Clay County	$107.490
2694263	San Diego	$52.560
2905449	Ocala	$386.750
5324246	Middleburg	$26.640
4610193	Middleburg	$176.480
3978313	Jacksonville	$429.270
2360499	San Diego	$199.130
8888176	Jacksonville	$299.890
4141546	San Diego	$119.750
6944237	San Diego	$465.810
3912703	Ocala	$78.570
2722640	Clay County	$156.580
7629064	San Francisco	$107.970
4461691	Ocala	$127.790
6093391	Clay County	$189.420
4729691	Ocala	$429.240
8361232	Ocala	$420.450
9474642	Middleburg	$402.110
2678534	Jacksonville	$479.690
4995366	Clay County	$53.40
1873487	Clay County	$496.450
9907331	Clay County	$152.580
1776555	San Francisco	$447.270
6171929	Clay County	$392.230
6391390	San Francisco	$374.610
1080960	Jacksonville	$390.470
8418459	Middleburg	$154.270
3297889	Clay County	$215.800
4380775	Middleburg	$280.170
6255103	San Diego	$395.710
2710961	San Francisco	$280.40
8293140	San Francisco	$113.570
5907932	San Francisco	$354.590
9576586	Jacksonville	$218.420
5860870	Ocala	$209.790
5554149	Jacksonville	$226.380
9364948	Clay County	$435.290
3576410	San Francisco	$214.130
5033450	San Diego	$229.120
6798284	San Francisco	$413.10
9878743	Clay County	$225.70
5918813	Ocala	$416.610
4743540	San Francisco	$42.630
7364759	San Francisco	$222.960
3511111	Middleburg	$255.750
6598806	Ocala	$200.520
2846613	Middleburg	$296.950
4717024	San Diego	$471.370
6775045	San Francisco	$342.100
4879738	San Diego	$86.760
8708399	Jacksonville	$69.640
8464245	Ocala	$252.290
6516230	Clay County	$223.640
6757949	Ocala	$24.260
6017817	Jacksonville	$450.860
3774020	Ocala	$33.670
5552984	San Diego	$481.970
4937393	Jacksonville	$194.920
3751108	Jacksonville	$492.80
5708023	San Diego	$108.880
9439593	San Diego	$274.540
8169531	Middleburg	$144.830
5361867	San Francisco	$81.580
7516188	San Francisco	$428.770
9398007	San Diego	$216.50
4527558	Jacksonville	$406.830
2564124	San Diego	$72.140
5367424	Middleburg	$306.580
1155824	San Francisco	$260.560
8539636	Jacksonville	$186.850
9993147	Jacksonville	$352.50
3927810	Jacksonville	$296.610
9785973	Ocala	$374.690
1447725	Middleburg	$481.430
1912716	San Francisco	$301.900
8737973	San Francisco	$99.830
5334847	San Diego	$156.580
9670193	Ocala	$477.900
2521164	Jacksonville	$316.140
8369211	Middleburg	$151.980
2719228	Ocala	$24.630
8434325	San Francisco	$425.530
5848376	Jacksonville	$488.210
2635297	Middleburg	$199.880
4733671	Jacksonville	$348.90
8009372	Middleburg	$410.110
5432113	Clay County	$296.90
3841133	San Francisco	$343.190
7900990	San Diego	$88.130
8438405	Ocala	$488.650
3139514	San Francisco	$161.250
9798582	San Francisco	$278.890
7202179	Middleburg	$243.890
6658880	Clay County	$183.300
9242729	Middleburg	$496.690
5104746	San Francisco	$375.460
5419756	San Francisco	$411.320
8167210	Jacksonville	$92.830
7784342	Clay County	$257.740
1790912	San Francisco	$51.530
2388825	San Francisco	$440.830
2623924	Middleburg	$496.30
6011509	Middleburg	$361.830
6539603	Jacksonville	$34.180
1504826	Ocala	$180.190
9090067	Ocala	$347.230
9421559	Middleburg	$481.810
7083872	Jacksonville	$375.430
3760146	Middleburg	$297.230
8250757	Jacksonville	$391.610
1665561	Clay County	$234.440
9614341	Middleburg	$396.90
8908772	Jacksonville	$141.30
5455818	San Francisco	$279.460
7856479	Clay County	$66.320
9581542	Ocala	$63.460
4640597	Clay County	$137.850
9353533	San Diego	$144.860
4113949	Middleburg	$74.310
6299699	San Diego	$287.320
2137602	Clay County	$31.500
5289051	San Diego	$488.480
2439140	Ocala	$332.120
4179551	Middleburg	$236.980
3745338	San Francisco	$342.640
2476109	San Diego	$196.910
6895324	San Diego	$368.150
4316335	Jacksonville	$51.110
4529335	Jacksonville	$487.450
4134201	Middleburg	$359.30
9910096	Jacksonville	$63.810
3924704	Jacksonville	$51.180
2929548	San Diego	$478.470
1015397	Middleburg	$175.850
6049816	Jacksonville	$484.780
8618272	Middleburg	$200.370
3509320	Middleburg	$169.540
8725964	Jacksonville	$322.640
5076547	San Diego	$467.350
4710227	Middleburg	$498.530
5654218	San Francisco	$261.710
8322337	Jacksonville	$255.790
6920027	Middleburg	$352.40
9999260	San Diego	$388.960
9986539	Middleburg	$112.00
6982647	Jacksonville	$305.710
1531328	Jacksonville	$448.480
7360097	Middleburg	$233.610
5017174	Clay County	$440.270
7909067	Clay County	$160.250
8591720	San Francisco	$306.400
8089743	Clay County	$252.700
3928575	Ocala	$324.910
6985918	Clay County	$162.550
4559559	San Francisco	$12.60
4507849	San Diego	$331.850
4163604	Jacksonville	$472.740
3723824	San Francisco	$36.820
8755628	Middleburg	$64.340
1434148	San Diego	$319.910
3504698	Clay County	$326.450
5128255	San Diego	$301.10
2957652	San Francisco	$129.410
7911870	Clay County	$3.260
2930548	Ocala	$474.980
3393355	Jacksonville	$310.300
3788105	Jacksonville	$65.760
1918315	Ocala	$199.810
5906326	Clay County	$17.820
3722399	San Diego	$336.770
2614403	San Francisco	$315.750
7659573	Jacksonville	$384.590
7513687	San Diego	$475.50
5577491	San Francisco	$214.810
2355375	San Francisco	$417.430
2820538	San Diego	$463.960
3579929	Clay County	$35.580
2086475	San Francisco	$364.780
5787769	Middleburg	$212.960
8426967	San Diego	$198.380
5308561	San Diego	$219.260
2037271	San Francisco	$337.310
3060926	San Diego	$285.960
8512345	Ocala	$399.790
6798492	San Diego	$159.40
7526760	Middleburg	$54.640
6926796	Middleburg	$182.240
2739255	San Francisco	$241.890
4526073	Ocala	$263.220
3158930	Ocala	$188.90
7961062	Jacksonville	$9.550
1565920	Middleburg	$191.220
7570796	Clay County	$328.230
1595273	Jacksonville	$135.390
7383390	Jacksonville	$382.190
3784590	San Diego	$98.650
2762415	Ocala	$410.930
9221972	San Diego	$132.920
8597601	San Diego	$296.150
3161156	Clay County	$134.470
1322217	San Diego	$293.490
9011708	Ocala	$158.910
2464282	Jacksonville	$215.790
2012883	San Diego	$345.920
5242056	Jacksonville	$352.240
8229381	Clay County	$7.720
5456814	Ocala	$483.560
1953701	San Francisco	$488.200
1649496	Ocala	$342.390
5505841	San Diego	$307.750
1115193	Middleburg	$322.290
5713801	Ocala	$366.100
1602282	San Francisco	$206.730
4734860	Jacksonville	$18.490
3188571	San Diego	$379.730
1830960	Clay County	$362.730
7225362	San Diego	$351.660
4723686	San Diego	$368.780
8683664	Middleburg	$302.840
2473282	Clay County	$275.750
7480565	San Francisco	$46.400
1744417	Clay County	$496.220
3149837	Clay County	$490.500
9990365	Clay County	$194.470
9214176	Clay County	$394.10
9171517	Jacksonville	$353.830
1454969	Jacksonville	$0.590
2476461	Middleburg	$450.140
5393191	Clay County	$218.610
2324719	Middleburg	$150.200
8897452	San Francisco	$160.920
7334202	Clay County	$365.890
3345611	San Diego	$219.820
1576419	Jacksonville	$265.610
1826259	San Diego	$38.960
3563258	Clay County	$99.320
4586906	San Diego	$416.340
4548141	Jacksonville	$272.600
1510930	San Diego	$366.730
3202030	Middleburg	$265.680
4537603	San Francisco	$179.260
5404003	Middleburg	$321.810
9593393	San Francisco	$413.20
1669840	Jacksonville	$71.850
5571710	Clay County	$159.920
7281453	Middleburg	$377.460
2178491	Jacksonville	$219.130
2993590	San Diego	$189.400
3820842	San Francisco	$78.880
3921452	Clay County	$337.750
9989221	San Diego	$153.730
9779382	Middleburg	$10.800
3415697	Middleburg	$476.350
3479129	Ocala	$22.880
3879682	Middleburg	$2.620
6557327	Middleburg	$484.210
1823056	Clay County	$492.390
3742367	San Diego	$68.750
4187935	San Francisco	$243.30
2177880	Ocala	$497.550
3525555	Middleburg	$83.450
7319163	Jacksonville	$69.380
8824594	Jacksonville	$261.780
5167965	Jacksonville	$432.480
4778495	San Diego	$50.30
7458192	Middleburg	$498.550
2017963	Ocala	$290.290
5114979	Ocala	$456.670
3757604	Ocala	$242.690
1386362	San Diego	$483.380
3269708	San Francisco	$161.880
2858578	San Diego	$319.740
4327842	Ocala	$310.590
1358820	Jacksonville	$290.160
9098403	San Diego	$490.40
2966785	San Francisco	$296.630
6988520	Jacksonville	$32.890
3013792	Jacksonville	$372.10
5432184	San Francisco	$2.530
4690397	San Diego	$340.790
7449663	San Francisco	$166.80
6536051	Clay County	$207.490
6537880	San Diego	$429.110
1787506	Clay County	$480.960
8458874	San Diego	$246.150
8700490	San Francisco	$104.520
9617619	Jacksonville	$255.270
6427565	Middleburg	$61.200
3453202	Clay County	$193.290
8273955	Ocala	$182.580
1845178	Clay County	$247.550
6311246	San Francisco	$202.360
4852496	Jacksonville	$322.900
7856299	Ocala	$8.530
8615450	Ocala	$261.420
2944325	Ocala	$47.520
8260505	Middleburg	$369.100
2089662	Clay County	$143.550
9695620	Ocala	$139.650
6843298	San Diego	$326.160
1646444	Middleburg	$216.190
4665424	Clay County	$28.120
9844362	Middleburg	$115.240
6637765	Clay County	$186.840
8139585	Clay County	$83.830
2895967	San Francisco	$81.520
7271364	Middleburg	$50.530
6545397	San Diego	$6.420
6202351	Clay County	$309.400
5399001	Clay County	$385.340
1603152	San Francisco	$2.290
3302075	Clay County	$310.490
9428857	Jacksonville	$25.610
2217998	Clay County	$300.730
1217308	Ocala	$139.410
6906600	Clay County	$53.110
9440841	Ocala	$496.250
2942567	Jacksonville	$118.90
6542505	Clay County	$214.330
1160443	Clay County	$305.40
7446939	Ocala	$428.160
3714895	San Diego	$271.360
1905508	San Francisco	$275.870
8528265	Clay County	$372.400
5929913	San Francisco	$290.140
5814552	Middleburg	$107.890
8943868	San Francisco	$127.770
3778136	Clay County	$198.560
4841999	Middleburg	$151.90
8168668	San Francisco	$168.590
2120073	San Diego	$478.710
8665488	Jacksonville	$99.750
2393113	Ocala	$93.940
7352870	Ocala	$347.370
6585102	San Francisco	$421.140
9994368	Ocala	$166.420
7002753	Jacksonville	$266.550
3359018	San Diego	$284.340
2209245	Ocala	$214.930
6009677	Clay County	$378.600
1706503	Ocala	$246.440
6652273	San Diego	$435.600
5662278	Jacksonville	$464.590
9929795	Middleburg	$158.840
1133775	Jacksonville	$184.260
5207910	San Francisco	$498.510
1251680	San Diego	$379.630
4029978	Clay County	$333.770
6907277	Ocala	$159.760
5151288	Jacksonville	$243.910
6839911	Jacksonville	$287.20
4858788	Ocala	$317.900
7013702	San Francisco	$464.880
8496615	Jacksonville	$404.750
9888278	Clay County	$155.730
1568539	San Diego	$195.60
8147865	Ocala	$162.830
7797664	Middleburg	$44.390
5799997	Clay County	$354.340
3369679	Ocala	$123.470
4254851	Ocala	$241.840
9039947	Middleburg	$99.730
6154853	Middleburg	$330.600
2745414	San Diego	$52.500
8858757	San Francisco	$137.970
3450383	San Diego	$452.80
7577445	Middleburg	$274.570
3665794	Ocala	$69.610
7755050	Middleburg	$5.720
1155320	San Francisco	$437.640
3650015	San Francisco	$283.10
7212890	San Diego	$286.360
2117539	Jacksonville	$282.310
4947905	Middleburg	$282.330
4873086	Jacksonville	$447.140
9399716	Ocala	$8.520
3159486	Middleburg	$456.550
2858603	San Diego	$22.810
3491759	Clay County	$474.510
7902637	Jacksonville	$260.800
3742573	San Francisco	$118.410
5918079	Ocala	$303.140
2109333	Ocala	$327.180
5142682	San Francisco	$343.860
3696921	Clay County	$160.660
2723052	Jacksonville	$341.250
1090815	San Francisco	$215.380
3638058	Jacksonville	$204.530
7194545	Jacksonville	$312.650
3373634	San Diego	$43.370
9661906	Clay County	$365.510
3305856	San Francisco	$208.670
6415983	Jacksonville	$201.450
7391692	Middleburg	$82.820
5798611	Clay County	$494.100
9209336	San Diego	$415.900
8188265	Jacksonville	$316.290
1267850	San Diego	$374.320
9963103	Ocala	$337.470
2983447	San Francisco	$389.370
2932517	Jacksonville	$355.910
5226826	San Diego	$454.620
8014788	Clay County	$16.900
8398330	Middleburg	$55.50
8136831	San Diego	$350.790
3483157	Clay County	$477.520
2685555	Middleburg	$115.750
1055747	San Francisco	$101.90
1557998	San Francisco	$102.970
4019402	Clay County	$206.300
7340937	San Diego	$12.930
3983568	Middleburg	$14.710
2698958	Ocala	$345.970
